run	status	exit_code	duration_seconds	accuracy	loss	macro_f1	macro_precision	macro_auc	run_json	evaluation_json	predictions	log	note
main__homogeneous__metric-privacy__fedopt__noise-0.01__seed-43	FAIL	1	62						/teamspace/studios/this_studio/results/runs/main__homogeneous__metric-privacy__fedopt__noise-0.01__seed-43.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedopt__noise-0.01__seed-43.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedopt__noise-0.01__seed-43.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__metric-privacy__fedopt__noise-0.01__seed-43.log	training-failed
main__homogeneous__metric-privacy__fedprox__noise-0.01__seed-43	PASS	0	130	0.4953125	1.110812908411026	0.16562173458725182	0.123828125	0.5	/teamspace/studios/this_studio/results/runs/main__homogeneous__metric-privacy__fedprox__noise-0.01__seed-43.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedprox__noise-0.01__seed-43.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedprox__noise-0.01__seed-43.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__metric-privacy__fedprox__noise-0.01__seed-43.log	trained-evaluated-model-deleted
main__homogeneous__metric-privacy__fedyogi__noise-0.01__seed-43	PASS	0	114	0.953125	0.5590623344294727	0.9288309302465054	0.9351370447663405	0.9856897119880952	/teamspace/studios/this_studio/results/runs/main__homogeneous__metric-privacy__fedyogi__noise-0.01__seed-43.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedyogi__noise-0.01__seed-43.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedyogi__noise-0.01__seed-43.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__metric-privacy__fedyogi__noise-0.01__seed-43.log	trained-evaluated-model-deleted
main__homogeneous__vanilla__fedavg__noise-0.01__seed-44	PASS	0	103	0.94375	0.2903430766891688	0.8976032026030496	0.8752025380338795	0.9835187545338462	/teamspace/studios/this_studio/results/runs/main__homogeneous__vanilla__fedavg__noise-0.01__seed-44.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedavg__noise-0.01__seed-44.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedavg__noise-0.01__seed-44.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__vanilla__fedavg__noise-0.01__seed-44.log	trained-evaluated-model-deleted
main__homogeneous__vanilla__fedavgm__noise-0.01__seed-44	PASS	0	114	0.9046875	0.28053097389638426	0.8597678330162406	0.9299030669439169	0.9829953997612124	/teamspace/studios/this_studio/results/runs/main__homogeneous__vanilla__fedavgm__noise-0.01__seed-44.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedavgm__noise-0.01__seed-44.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedavgm__noise-0.01__seed-44.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__vanilla__fedavgm__noise-0.01__seed-44.log	trained-evaluated-model-deleted
main__homogeneous__vanilla__fedmedian__noise-0.01__seed-44	PASS	0	114	0.940625	0.2807249491102993	0.9295018222540457	0.9494451174021514	0.984511622952821	/teamspace/studios/this_studio/results/runs/main__homogeneous__vanilla__fedmedian__noise-0.01__seed-44.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedmedian__noise-0.01__seed-44.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedmedian__noise-0.01__seed-44.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__vanilla__fedmedian__noise-0.01__seed-44.log	trained-evaluated-model-deleted
main__homogeneous__vanilla__fedprox__noise-0.01__seed-44	PASS	0	146	0.565625	0.9200050830841064	0.29912495675239303	0.27793103448275863	0.7259621209180553	/teamspace/studios/this_studio/results/runs/main__homogeneous__vanilla__fedprox__noise-0.01__seed-44.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedprox__noise-0.01__seed-44.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedprox__noise-0.01__seed-44.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__vanilla__fedprox__noise-0.01__seed-44.log	trained-evaluated-model-deleted
main__homogeneous__vanilla__fedopt__noise-0.01__seed-44	PASS	0	149	0.4953125	1.0942577391862869	0.16562173458725182	0.123828125	0.5	/teamspace/studios/this_studio/results/runs/main__homogeneous__vanilla__fedopt__noise-0.01__seed-44.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedopt__noise-0.01__seed-44.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedopt__noise-0.01__seed-44.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__vanilla__fedopt__noise-0.01__seed-44.log	trained-evaluated-model-deleted
main__homogeneous__vanilla__fedyogi__noise-0.01__seed-44	PASS	0	115	0.95	0.5113892940571532	0.9543537022830294	0.9588715457744699	0.9845520620996162	/teamspace/studios/this_studio/results/runs/main__homogeneous__vanilla__fedyogi__noise-0.01__seed-44.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedyogi__noise-0.01__seed-44.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedyogi__noise-0.01__seed-44.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__vanilla__fedyogi__noise-0.01__seed-44.log	trained-evaluated-model-deleted
main__homogeneous__global-dp__fedavg__noise-0.01__seed-44	PASS	0	111	0.9296875	0.28266382496804	0.9042729453296426	0.9042847743964142	0.9835135070999061	/teamspace/studios/this_studio/results/runs/main__homogeneous__global-dp__fedavg__noise-0.01__seed-44.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedavg__noise-0.01__seed-44.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedavg__noise-0.01__seed-44.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__global-dp__fedavg__noise-0.01__seed-44.log	trained-evaluated-model-deleted
main__homogeneous__global-dp__fedavgm__noise-0.01__seed-44	PASS	0	175	0.7859375	0.5550848200917244	0.576609729832659	0.5777788064524808	0.9352832545004761	/teamspace/studios/this_studio/results/runs/main__homogeneous__global-dp__fedavgm__noise-0.01__seed-44.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedavgm__noise-0.01__seed-44.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedavgm__noise-0.01__seed-44.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__global-dp__fedavgm__noise-0.01__seed-44.log	trained-evaluated-model-deleted
main__homogeneous__global-dp__fedmedian__noise-0.01__seed-44	PASS	0	200	0.9390625	0.2730882553383708	0.9286644999880294	0.9517175919254698	0.9851696414699718	/teamspace/studios/this_studio/results/runs/main__homogeneous__global-dp__fedmedian__noise-0.01__seed-44.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedmedian__noise-0.01__seed-44.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedmedian__noise-0.01__seed-44.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__global-dp__fedmedian__noise-0.01__seed-44.log	trained-evaluated-model-deleted
main__homogeneous__global-dp__fedprox__noise-0.01__seed-44	PASS	0	179	0.5515625	0.9358896434307098	0.28465415891639245	0.26488884678539854	0.724139017467669	/teamspace/studios/this_studio/results/runs/main__homogeneous__global-dp__fedprox__noise-0.01__seed-44.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedprox__noise-0.01__seed-44.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedprox__noise-0.01__seed-44.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__global-dp__fedprox__noise-0.01__seed-44.log	trained-evaluated-model-deleted
main__homogeneous__global-dp__fedopt__noise-0.01__seed-44	PASS	0	138	0.4953125	1.0783747553825378	0.16562173458725182	0.123828125	0.5	/teamspace/studios/this_studio/results/runs/main__homogeneous__global-dp__fedopt__noise-0.01__seed-44.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedopt__noise-0.01__seed-44.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedopt__noise-0.01__seed-44.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__global-dp__fedopt__noise-0.01__seed-44.log	trained-evaluated-model-deleted
main__homogeneous__global-dp__fedyogi__noise-0.01__seed-44	PASS	0	119	0.95625	0.5682760093710385	0.949106967176057	0.9414311253388357	0.988913937719753	/teamspace/studios/this_studio/results/runs/main__homogeneous__global-dp__fedyogi__noise-0.01__seed-44.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedyogi__noise-0.01__seed-44.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedyogi__noise-0.01__seed-44.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__global-dp__fedyogi__noise-0.01__seed-44.log	trained-evaluated-model-deleted
main__homogeneous__metric-privacy__fedavg__noise-0.01__seed-44	PASS	0	112	0.9484375	0.24615219361148774	0.9353483156216404	0.9572019895918497	0.9884892110101617	/teamspace/studios/this_studio/results/runs/main__homogeneous__metric-privacy__fedavg__noise-0.01__seed-44.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedavg__noise-0.01__seed-44.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedavg__noise-0.01__seed-44.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__metric-privacy__fedavg__noise-0.01__seed-44.log	trained-evaluated-model-deleted
main__homogeneous__metric-privacy__fedavgm__noise-0.01__seed-44	PASS	0	116	0.8109375	0.46679697930812836	0.7774944880908672	0.8527453378446697	0.9510623224793374	/teamspace/studios/this_studio/results/runs/main__homogeneous__metric-privacy__fedavgm__noise-0.01__seed-44.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedavgm__noise-0.01__seed-44.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedavgm__noise-0.01__seed-44.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__metric-privacy__fedavgm__noise-0.01__seed-44.log	trained-evaluated-model-deleted
main__homogeneous__metric-privacy__fedmedian__noise-0.01__seed-44	PASS	0	118	0.9484375	0.30036664148792624	0.9533605253263379	0.9611470675991056	0.9828733820094622	/teamspace/studios/this_studio/results/runs/main__homogeneous__metric-privacy__fedmedian__noise-0.01__seed-44.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedmedian__noise-0.01__seed-44.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedmedian__noise-0.01__seed-44.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__metric-privacy__fedmedian__noise-0.01__seed-44.log	trained-evaluated-model-deleted
main__homogeneous__metric-privacy__fedopt__noise-0.01__seed-44	FAIL	1	85						/teamspace/studios/this_studio/results/runs/main__homogeneous__metric-privacy__fedopt__noise-0.01__seed-44.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedopt__noise-0.01__seed-44.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedopt__noise-0.01__seed-44.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__metric-privacy__fedopt__noise-0.01__seed-44.log	training-failed
main__homogeneous__metric-privacy__fedprox__noise-0.01__seed-44	PASS	0	122	0.4953125	1.045798110961914	0.16562173458725182	0.123828125	0.5	/teamspace/studios/this_studio/results/runs/main__homogeneous__metric-privacy__fedprox__noise-0.01__seed-44.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedprox__noise-0.01__seed-44.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedprox__noise-0.01__seed-44.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__metric-privacy__fedprox__noise-0.01__seed-44.log	trained-evaluated-model-deleted
main__homogeneous__metric-privacy__fedyogi__noise-0.01__seed-44	PASS	0	117	0.95	0.6774825996631989	0.9574677310153537	0.9610172400202321	0.984179824787563	/teamspace/studios/this_studio/results/runs/main__homogeneous__metric-privacy__fedyogi__noise-0.01__seed-44.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedyogi__noise-0.01__seed-44.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedyogi__noise-0.01__seed-44.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__metric-privacy__fedyogi__noise-0.01__seed-44.log	trained-evaluated-model-deleted
main__homogeneous__vanilla__fedavg__noise-0.01__seed-45	PASS	0	107	0.9671875	0.2290803642710671	0.9682647471549887	0.9788349754652707	0.9909515230743773	/teamspace/studios/this_studio/results/runs/main__homogeneous__vanilla__fedavg__noise-0.01__seed-45.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedavg__noise-0.01__seed-45.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedavg__noise-0.01__seed-45.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__vanilla__fedavg__noise-0.01__seed-45.log	trained-evaluated-model-deleted
main__homogeneous__vanilla__fedavgm__noise-0.01__seed-45	PASS	0	114	0.9328125	0.20484806299209596	0.879215346918561	0.9487179487179487	0.9896757573831612	/teamspace/studios/this_studio/results/runs/main__homogeneous__vanilla__fedavgm__noise-0.01__seed-45.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedavgm__noise-0.01__seed-45.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedavgm__noise-0.01__seed-45.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__vanilla__fedavgm__noise-0.01__seed-45.log	trained-evaluated-model-deleted
main__homogeneous__vanilla__fedmedian__noise-0.01__seed-45	PASS	0	116	0.95625	0.18494550725445152	0.94241333674511	0.9392091539512895	0.9915026242138091	/teamspace/studios/this_studio/results/runs/main__homogeneous__vanilla__fedmedian__noise-0.01__seed-45.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedmedian__noise-0.01__seed-45.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedmedian__noise-0.01__seed-45.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__vanilla__fedmedian__noise-0.01__seed-45.log	trained-evaluated-model-deleted
main__homogeneous__vanilla__fedprox__noise-0.01__seed-45	PASS	0	164	0.553125	0.9421893626451492	0.284686352417073	0.26611060821587135	0.7132480183964907	/teamspace/studios/this_studio/results/runs/main__homogeneous__vanilla__fedprox__noise-0.01__seed-45.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedprox__noise-0.01__seed-45.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedprox__noise-0.01__seed-45.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__vanilla__fedprox__noise-0.01__seed-45.log	trained-evaluated-model-deleted
main__homogeneous__vanilla__fedopt__noise-0.01__seed-45	PASS	0	155	0.35625	1.1292460322380067	0.13133640552995393	0.08934169278996865	0.4989852579158584	/teamspace/studios/this_studio/results/runs/main__homogeneous__vanilla__fedopt__noise-0.01__seed-45.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedopt__noise-0.01__seed-45.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedopt__noise-0.01__seed-45.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__vanilla__fedopt__noise-0.01__seed-45.log	trained-evaluated-model-deleted
main__homogeneous__global-dp__fedavg__noise-0.01__seed-45	PASS	0	113	0.953125	0.21854854365810752	0.9390450920127937	0.9672115465715974	0.9862274724873175	/teamspace/studios/this_studio/results/runs/main__homogeneous__global-dp__fedavg__noise-0.01__seed-45.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedavg__noise-0.01__seed-45.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedavg__noise-0.01__seed-45.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__global-dp__fedavg__noise-0.01__seed-45.log	trained-evaluated-model-deleted
main__homogeneous__vanilla__fedyogi__noise-0.01__seed-45	PASS	0	115	0.93125	0.37893257648684087	0.7848336869791381	0.7826458400064061	0.9801326950468475	/teamspace/studios/this_studio/results/runs/main__homogeneous__vanilla__fedyogi__noise-0.01__seed-45.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedyogi__noise-0.01__seed-45.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__vanilla__fedyogi__noise-0.01__seed-45.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__vanilla__fedyogi__noise-0.01__seed-45.log	trained-evaluated-model-deleted
main__homogeneous__global-dp__fedavgm__noise-0.01__seed-45	PASS	0	167	0.7546875	0.5997085988521575	0.5521925197497409	0.551916040750692	0.9107716361282792	/teamspace/studios/this_studio/results/runs/main__homogeneous__global-dp__fedavgm__noise-0.01__seed-45.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedavgm__noise-0.01__seed-45.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedavgm__noise-0.01__seed-45.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__global-dp__fedavgm__noise-0.01__seed-45.log	trained-evaluated-model-deleted
main__homogeneous__global-dp__fedmedian__noise-0.01__seed-45	PASS	0	168	0.95	0.20098871616646646	0.9326866003369942	0.9503801024235041	0.9884003629889329	/teamspace/studios/this_studio/results/runs/main__homogeneous__global-dp__fedmedian__noise-0.01__seed-45.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedmedian__noise-0.01__seed-45.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedmedian__noise-0.01__seed-45.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__global-dp__fedmedian__noise-0.01__seed-45.log	trained-evaluated-model-deleted
main__homogeneous__global-dp__fedprox__noise-0.01__seed-45	PASS	0	123	0.559375	0.9156336605548858	0.2979676147693153	0.27873588567395907	0.7440416476813848	/teamspace/studios/this_studio/results/runs/main__homogeneous__global-dp__fedprox__noise-0.01__seed-45.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedprox__noise-0.01__seed-45.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedprox__noise-0.01__seed-45.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__global-dp__fedprox__noise-0.01__seed-45.log	trained-evaluated-model-deleted
main__homogeneous__global-dp__fedopt__noise-0.01__seed-45	PASS	0	125	0.4953125	3.0007270693778993	0.16562173458725182	0.123828125	0.4812011408110002	/teamspace/studios/this_studio/results/runs/main__homogeneous__global-dp__fedopt__noise-0.01__seed-45.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedopt__noise-0.01__seed-45.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__global-dp__fedopt__noise-0.01__seed-45.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__global-dp__fedopt__noise-0.01__seed-45.log	trained-evaluated-model-deleted
main__homogeneous__metric-privacy__fedavg__noise-0.01__seed-45	PASS	0	116	0.9375	0.2401110448408872	0.9025455038092116	0.9492177711726602	0.9857810693016476	/teamspace/studios/this_studio/results/runs/main__homogeneous__metric-privacy__fedavg__noise-0.01__seed-45.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedavg__noise-0.01__seed-45.evaluation.json	/teamspace/studios/this_studio/results/evaluations/main__homogeneous__metric-privacy__fedavg__noise-0.01__seed-45.predictions.npz	/teamspace/studios/this_studio/results/logs/main__homogeneous__metric-privacy__fedavg__noise-0.01__seed-45.log	trained-evaluated-model-deleted
